Timestamp(s),Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),MQ7_Raw,Voltage(V),CO(ppm)
974,25.66,41.26,1001.14,101.30,111,0.09,0.06
976,25.67,41.77,1001.14,101.33,112,0.09,0.06
978,25.67,40.82,1001.13,101.43,110,0.09,0.06
980,25.66,40.24,1001.14,101.36,103,0.08,0.06
982,25.65,39.91,1001.14,101.28,112,0.09,0.06
984,25.66,40.77,1001.15,101.24,92,0.07,0.05
986,25.65,40.06,1001.13,101.42,113,0.09,0.07
988,25.64,39.37,1001.13,101.37,112,0.09,0.06
990,25.63,38.62,1001.11,101.53,108,0.09,0.06
992,25.62,38.11,1001.11,101.54,108,0.09,0.06
994,25.61,37.78,1001.11,101.60,107,0.09,0.06
996,25.59,37.64,1001.07,101.91,102,0.08,0.06
998,25.60,37.53,1001.07,101.87,110,0.09,0.06
1000,25.59,37.38,1001.07,101.86,106,0.09,0.06
1002,25.59,37.25,1001.08,101.80,102,0.08,0.06
1005,25.58,37.15,1001.07,101.91,100,0.08,0.06
1007,25.58,37.10,1001.08,101.82,108,0.09,0.06
1009,25.58,37.06,1001.07,101.92,110,0.09,0.06
1011,25.57,36.93,1001.09,101.72,98,0.08,0.05
1013,25.57,36.91,1001.07,101.90,106,0.09,0.06
1015,25.56,36.89,1001.04,102.13,110,0.09,0.06
1017,25.56,36.89,1001.06,101.98,106,0.09,0.06
1019,25.57,36.94,1001.05,102.07,103,0.08,0.06
1021,25.57,36.96,1001.07,101.91,95,0.08,0.05
1023,25.57,36.99,1001.08,101.84,100,0.08,0.06
1025,25.58,38.10,1001.07,101.88,104,0.08,0.06
1027,25.58,38.00,1001.06,101.97,108,0.09,0.06
1029,25.57,37.63,1001.08,101.86,110,0.09,0.06
1031,25.57,37.30,1001.05,102.10,106,0.09,0.06
1033,25.57,37.15,1001.06,102.12,101,0.08,0.06
1035,25.57,37.30,1001.08,101.85,110,0.09,0.06
1037,25.59,38.41,1001.08,101.84,106,0.09,0.06
1039,25.60,39.31,1001.08,101.86,108,0.09,0.06
1041,25.61,39.15,1001.08,101.83,106,0.09,0.06
1043,25.61,38.78,1001.10,101.68,112,0.09,0.06
1045,25.61,38.05,1001.09,101.76,107,0.09,0.06
1047,25.60,37.64,1001.08,101.78,108,0.09,0.06
1049,25.60,37.56,1001.09,101.70,107,0.09,0.06
1051,25.59,37.39,1001.09,101.77,112,0.09,0.06
1053,25.58,37.24,1001.07,101.87,104,0.08,0.06
1056,25.58,37.16,1001.08,101.80,125,0.10,0.07
1058,25.58,37.17,1001.09,101.73,100,0.08,0.06
1060,25.58,37.22,1001.09,101.75,110,0.09,0.06
1062,25.58,37.10,1001.06,102.01,101,0.08,0.06
1064,25.58,37.25,1001.10,101.69,107,0.09,0.06
1066,25.58,37.61,1001.10,101.65,104,0.08,0.06
1068,25.58,37.14,1001.07,101.88,109,0.09,0.06
1070,25.57,37.01,1001.09,101.74,100,0.08,0.06
1072,25.57,36.94,1001.09,101.74,97,0.08,0.05
1074,25.57,36.99,1001.08,101.79,100,0.08,0.06
1076,25.56,36.93,1001.08,101.85,104,0.08,0.06
1078,25.55,36.89,1001.08,101.85,102,0.08,0.06
1080,25.55,36.83,1001.11,101.54,102,0.08,0.06
1082,25.56,37.31,1001.11,101.55,103,0.08,0.06
1084,25.55,37.44,1001.08,101.85,103,0.08,0.06
1086,25.54,37.12,1001.11,101.56,99,0.08,0.06
1088,25.54,37.09,1001.08,101.84,101,0.08,0.06
1090,25.55,37.11,1001.11,101.55,106,0.09,0.06
1092,25.55,37.11,1001.09,101.76,103,0.08,0.06
1094,25.55,37.04,1001.13,101.43,80,0.06,0.04
1096,25.54,37.09,1001.06,101.96,100,0.08,0.06
1098,25.55,37.13,1001.10,101.67,106,0.09,0.06
1100,25.54,37.19,1001.06,102.00,99,0.08,0.06
1102,25.54,37.06,1001.07,101.87,104,0.08,0.06
1104,25.54,38.35,1001.13,101.42,107,0.09,0.06
1107,25.53,38.70,1001.10,101.68,110,0.09,0.06
1109,25.53,37.59,1001.07,101.87,104,0.08,0.06
1111,25.53,37.27,1001.13,101.44,112,0.09,0.06
1113,25.53,37.20,1001.10,101.67,104,0.08,0.06
1115,25.52,37.13,1001.09,101.70,105,0.08,0.06
1117,25.51,37.16,1001.08,101.80,99,0.08,0.06
1119,25.53,37.04,1001.10,101.63,105,0.08,0.06
1121,25.53,37.04,1001.09,101.75,103,0.08,0.06
1123,25.52,36.83,1001.11,101.53,98,0.08,0.05
1125,25.52,36.81,1001.11,101.60,103,0.08,0.06
1127,25.51,36.91,1001.10,101.65,101,0.08,0.06
1129,25.50,37.00,1001.12,101.52,102,0.08,0.06
1131,25.52,36.95,1001.12,101.47,97,0.08,0.05
1133,25.53,37.17,1001.10,101.63,108,0.09,0.06
1135,25.53,37.15,1001.14,101.30,102,0.08,0.06
1137,25.53,37.20,1001.11,101.58,104,0.08,0.06
1139,25.54,37.37,1001.11,101.59,104,0.08,0.06
1141,25.54,37.20,1001.13,101.40,107,0.09,0.06
1143,25.55,37.22,1001.11,101.54,110,0.09,0.06
1145,25.55,38.04,1001.09,101.71,111,0.09,0.06
1147,25.58,38.35,1001.13,101.37,109,0.09,0.06
1149,25.59,38.32,1001.12,101.45,108,0.09,0.06
1151,25.60,38.09,1001.09,101.71,108,0.09,0.06
1153,25.59,37.74,1001.11,101.56,109,0.09,0.06
1155,25.59,37.63,1001.13,101.37,106,0.09,0.06
1157,25.57,37.74,1001.14,101.36,106,0.09,0.06
1160,25.55,37.26,1001.12,101.51,99,0.08,0.06
1162,25.54,37.13,1001.11,101.53,100,0.08,0.06
1164,25.54,37.17,1001.14,101.33,107,0.09,0.06
1166,25.57,37.64,1001.13,101.41,106,0.09,0.06
1168,25.59,38.06,1001.15,101.23,105,0.08,0.06
1170,25.60,38.06,1001.15,101.24,96,0.08,0.05
1172,25.60,37.78,1001.15,101.22,96,0.08,0.05
1174,25.59,37.73,1001.12,101.45,100,0.08,0.06
1176,25.60,37.78,1001.17,101.09,96,0.08,0.05
1178,25.60,37.56,1001.15,101.24,96,0.08,0.05
1180,25.59,37.34,1001.14,101.29,97,0.08,0.05
1182,25.56,37.26,1001.17,101.10,86,0.07,0.05
1184,25.53,37.47,1001.13,101.40,95,0.08,0.05
1186,25.53,37.58,1001.19,100.91,96,0.08,0.05
1188,25.56,37.66,1001.19,100.93,101,0.08,0.06
1190,25.55,37.46,1001.22,100.65,101,0.08,0.06
1192,25.53,37.52,1001.17,101.07,109,0.09,0.06
1194,25.53,37.63,1001.18,100.99,98,0.08,0.05
1196,25.53,37.63,1001.17,101.05,98,0.08,0.05
1198,25.53,37.87,1001.19,100.91,102,0.08,0.06
1200,25.52,37.75,1001.18,100.99,106,0.09,0.06
1202,25.50,37.75,1001.17,101.09,85,0.07,0.05
1204,25.52,40.26,1001.18,101.02,94,0.08,0.05
1206,25.57,42.08,1001.15,101.23,120,0.10,0.07
1208,25.63,45.64,1001.20,100.84,91,0.07,0.05
1211,25.72,41.19,1001.23,100.59,85,0.07,0.05
1213,25.70,39.76,1001.21,100.71,85,0.07,0.05
1215,25.66,38.50,1001.20,100.84,80,0.06,0.04
1217,25.65,38.02,1001.21,100.75,86,0.07,0.05
1219,25.64,37.70,1001.18,100.96,82,0.07,0.04
1221,25.63,37.47,1001.19,100.87,82,0.07,0.04
1223,25.62,37.38,1001.18,101.00,85,0.07,0.05
1225,25.59,37.38,1001.18,100.95,86,0.07,0.05
1227,25.60,37.38,1001.19,100.87,85,0.07,0.05
1229,25.60,37.79,1001.17,101.05,90,0.07,0.05
1231,25.59,37.77,1001.18,100.96,92,0.07,0.05
1233,25.58,37.94,1001.20,100.82,89,0.07,0.05
1235,25.57,37.81,1001.20,100.78,91,0.07,0.05
1237,25.57,37.65,1001.21,100.69,86,0.07,0.05
1239,25.55,37.45,1001.21,100.69,80,0.06,0.04
1241,25.53,37.46,1001.20,100.83,82,0.07,0.04
1243,25.53,37.54,1001.20,100.85,85,0.07,0.05
1245,25.53,37.45,1001.20,100.77,84,0.07,0.04
1247,25.53,37.30,1001.20,100.81,84,0.07,0.04
1249,25.53,38.10,1001.21,100.70,85,0.07,0.05
1251,25.54,38.37,1001.19,100.88,87,0.07,0.05
1253,25.55,38.18,1001.24,100.51,81,0.07,0.04
1255,25.53,37.54,1001.23,100.59,86,0.07,0.05
1257,25.51,37.42,1001.24,100.45,86,0.07,0.05
1259,25.50,37.42,1001.23,100.52,87,0.07,0.05
1262,25.50,37.85,1001.25,100.41,83,0.07,0.04
1264,25.52,38.13,1001.28,100.14,86,0.07,0.05
1266,25.52,38.16,1001.25,100.38,86,0.07,0.05
1268,25.50,37.58,1001.24,100.48,83,0.07,0.04
1270,25.50,37.38,1001.26,100.30,98,0.08,0.05
1272,25.48,37.40,1001.27,100.23,80,0.06,0.04
1274,25.48,37.95,1001.27,100.24,94,0.08,0.05
1276,25.48,37.76,1001.27,100.23,87,0.07,0.05
1278,25.48,37.56,1001.27,100.20,90,0.07,0.05
1280,25.47,37.43,1001.27,100.22,89,0.07,0.05
1282,25.47,37.41,1001.27,100.20,85,0.07,0.05
1284,25.48,37.46,1001.30,99.95,96,0.08,0.05
1286,25.47,37.49,1001.26,100.30,86,0.07,0.05
1288,25.48,37.73,1001.29,100.04,86,0.07,0.05
1290,25.48,37.69,1001.27,100.24,91,0.07,0.05
1292,25.48,37.49,1001.26,100.31,89,0.07,0.05
1294,25.47,37.45,1001.30,100.01,90,0.07,0.05
1296,25.45,37.48,1001.28,100.13,86,0.07,0.05
1298,25.44,37.42,1001.30,100.01,79,0.06,0.04
1300,25.43,37.31,1001.29,100.03,88,0.07,0.05
1302,25.45,37.89,1001.30,100.00,86,0.07,0.05
1304,25.45,37.89,1001.28,100.13,84,0.07,0.04
1306,25.43,37.67,1001.28,100.14,85,0.07,0.05
1308,25.42,37.54,1001.30,99.95,85,0.07,0.05
1310,25.42,37.69,1001.27,100.24,83,0.07,0.04
1312,25.41,37.50,1001.29,100.07,83,0.07,0.04
1315,25.42,37.40,1001.31,99.89,85,0.07,0.05
1317,25.40,37.61,1001.32,99.77,81,0.07,0.04
1319,25.39,37.69,1001.32,99.81,87,0.07,0.05
1321,25.38,37.66,1001.33,99.74,80,0.06,0.04
1323,25.38,37.69,1001.33,99.75,92,0.07,0.05
1325,25.42,40.73,1001.34,99.62,97,0.08,0.05
1327,25.43,40.08,1001.33,99.68,93,0.07,0.05
1329,25.43,39.15,1001.32,99.78,89,0.07,0.05
1331,25.42,38.28,1001.32,99.80,93,0.07,0.05
1333,25.42,37.90,1001.32,99.83,89,0.07,0.05
1335,25.43,37.78,1001.35,99.55,99,0.08,0.06
1337,25.43,37.69,1001.32,99.77,90,0.07,0.05
1339,25.43,37.54,1001.33,99.70,94,0.08,0.05
1341,25.43,37.44,1001.33,99.70,94,0.08,0.05
1343,25.43,37.37,1001.31,99.91,90,0.07,0.05
1345,25.42,37.38,1001.34,99.65,89,0.07,0.05
1347,25.42,37.31,1001.33,99.75,83,0.07,0.04
1349,25.42,37.32,1001.33,99.73,97,0.08,0.05
1351,25.43,37.25,1001.34,99.66,89,0.07,0.05
1353,25.42,37.26,1001.32,99.76,89,0.07,0.05
1355,25.42,37.19,1001.32,99.78,91,0.07,0.05
1357,25.43,37.08,1001.34,99.64,96,0.08,0.05
1359,25.43,37.03,1001.31,99.92,91,0.07,0.05
1361,25.43,37.06,1001.33,99.68,87,0.07,0.05
1363,25.43,37.16,1001.34,99.63,91,0.07,0.05
1365,25.42,37.21,1001.32,99.82,86,0.07,0.05
1368,25.42,37.18,1001.33,99.71,86,0.07,0.05
1370,25.44,37.93,1001.36,99.50,101,0.08,0.06
1372,25.48,39.78,1001.34,99.73,100,0.08,0.06
1374,25.53,42.31,1001.37,99.57,120,0.10,0.07
1376,25.53,40.99,1001.33,99.65,153,0.12,0.10
1378,25.54,41.21,1001.35,99.54,197,0.16,0.13
1380,25.55,39.97,1001.35,99.59,193,0.16,0.13
1382,25.59,42.66,1001.33,99.68,205,0.17,0.14
1384,25.61,42.25,1001.35,99.57,193,0.16,0.13
1386,25.61,42.52,1001.34,99.67,191,0.15,0.13
1388,25.62,41.94,1001.35,99.52,194,0.16,0.13
1390,25.61,40.67,1001.35,99.59,194,0.16,0.13
1392,25.58,39.06,1001.35,99.54,193,0.16,0.13
1394,25.58,38.63,1001.35,99.55,192,0.15,0.13
1396,25.58,38.20,1001.36,99.49,181,0.15,0.12
1398,25.59,38.18,1001.38,99.32,189,0.15,0.13
1400,25.59,38.00,1001.37,99.37,187,0.15,0.13
1402,25.57,37.74,1001.36,99.50,176,0.14,0.12
1404,25.55,37.57,1001.34,99.65,185,0.15,0.12
1406,25.54,37.40,1001.38,99.28,186,0.15,0.12
1408,25.52,37.24,1001.35,99.54,183,0.15,0.12
1410,25.55,37.18,1001.35,99.55,178,0.14,0.12
1412,25.51,37.18,1001.33,99.72,175,0.14,0.12
1414,25.52,37.06,1001.35,99.54,176,0.14,0.12
1416,25.51,37.23,1001.37,99.42,191,0.15,0.13
1418,25.52,37.49,1001.34,99.64,178,0.14,0.12
1421,25.56,40.45,1001.32,99.78,176,0.14,0.12
1423,25.58,40.65,1001.37,99.38,178,0.14,0.12
1425,25.56,39.34,1001.36,99.50,181,0.15,0.12
1427,25.56,38.58,1001.35,99.52,178,0.14,0.12
1429,25.56,38.60,1001.33,99.68,186,0.15,0.12
1431,25.55,38.34,1001.34,99.63,176,0.14,0.12
1433,25.54,37.82,1001.35,99.54,176,0.14,0.12
1435,25.54,37.69,1001.37,99.40,178,0.14,0.12
1437,25.52,37.26,1001.34,99.65,176,0.14,0.12
1439,25.50,37.18,1001.34,99.61,178,0.14,0.12
1441,25.45,36.89,1001.35,99.59,179,0.14,0.12
1443,25.43,36.81,1001.35,99.53,176,0.14,0.12
1445,25.44,36.85,1001.32,99.80,178,0.14,0.12
1447,25.47,38.20,1001.33,99.72,180,0.15,0.12
1449,25.49,38.27,1001.37,99.37,176,0.14,0.12
1451,25.47,37.44,1001.35,99.53,176,0.14,0.12
1453,25.47,37.37,1001.37,99.42,176,0.14,0.12
1455,25.47,37.32,1001.36,99.44,176,0.14,0.12
1457,25.46,37.05,1001.33,99.68,159,0.13,0.10
1459,25.46,36.85,1001.33,99.70,169,0.14,0.11
1461,25.44,36.79,1001.33,99.72,177,0.14,0.12
1463,25.44,36.76,1001.35,99.57,176,0.14,0.12
1465,25.44,36.85,1001.34,99.67,173,0.14,0.11
1467,25.45,36.84,1001.32,99.81,174,0.14,0.11
1469,25.44,36.70,1001.33,99.69,171,0.14,0.11
1471,25.45,36.79,1001.34,99.62,180,0.15,0.12
1474,25.44,36.79,1001.34,99.66,176,0.14,0.12
1476,25.44,36.88,1001.35,99.51,176,0.14,0.12
1478,25.45,36.86,1001.33,99.75,178,0.14,0.12
1480,25.45,36.88,1001.32,99.82,176,0.14,0.12
1482,25.46,36.83,1001.33,99.69,175,0.14,0.12
1484,25.46,36.81,1001.31,99.88,174,0.14,0.11
1486,25.45,36.84,1001.34,99.66,174,0.14,0.11
1488,25.44,36.85,1001.32,99.80,174,0.14,0.11
1490,25.42,36.88,1001.30,99.95,176,0.14,0.12
1492,25.42,36.76,1001.29,100.05,148,0.12,0.09
1494,25.43,36.83,1001.30,99.93,175,0.14,0.12
1496,25.43,36.95,1001.31,99.86,174,0.14,0.11
1498,25.44,37.21,1001.32,99.81,178,0.14,0.12
1500,25.46,38.03,1001.33,99.75,178,0.14,0.12
1502,25.49,40.12,1001.35,99.57,179,0.14,0.12
1504,25.51,39.56,1001.33,99.69,180,0.15,0.12
1506,25.51,38.76,1001.36,99.48,177,0.14,0.12
1508,25.50,38.41,1001.30,99.93,178,0.14,0.12
1510,25.49,37.69,1001.31,99.91,186,0.15,0.12
1512,25.48,38.20,1001.31,99.90,185,0.15,0.12
1514,25.50,39.80,1001.31,99.91,182,0.15,0.12
1516,25.51,39.75,1001.29,100.08,180,0.15,0.12
1518,25.53,38.78,1001.33,99.71,179,0.14,0.12
1520,25.54,38.04,1001.32,99.84,177,0.14,0.12
1522,25.53,37.68,1001.31,99.87,181,0.15,0.12
1524,25.53,37.48,1001.32,99.81,179,0.14,0.12
1527,25.53,38.03,1001.31,99.85,178,0.14,0.12
1529,25.53,37.59,1001.32,99.78,179,0.14,0.12
1531,25.52,37.26,1001.32,99.81,181,0.15,0.12
1533,25.51,37.16,1001.32,99.80,181,0.15,0.12
1535,25.51,37.21,1001.30,99.94,179,0.14,0.12
1537,25.50,37.14,1001.30,99.94,174,0.14,0.11
1539,25.51,37.15,1001.35,99.53,186,0.15,0.12
1541,25.48,37.08,1001.30,99.98,178,0.14,0.12
1543,25.48,37.06,1001.32,99.80,179,0.14,0.12
1545,25.49,37.05,1001.32,99.79,176,0.14,0.12
1547,25.49,37.07,1001.30,99.99,181,0.15,0.12
1549,25.49,37.04,1001.34,99.60,176,0.14,0.12
1551,25.48,36.98,1001.31,99.85,173,0.14,0.11
1553,25.48,36.99,1001.35,99.59,185,0.15,0.12
1555,25.48,37.02,1001.33,99.75,179,0.14,0.12
1557,25.48,37.14,1001.32,99.82,176,0.14,0.12
1559,25.47,37.27,1001.32,99.79,179,0.14,0.12
1561,25.47,37.17,1001.31,99.88,179,0.14,0.12
1563,25.49,38.35,1001.31,99.91,188,0.15,0.13
1565,25.49,37.99,1001.34,99.60,189,0.15,0.13
1567,25.49,37.64,1001.33,99.71,176,0.14,0.12
1569,25.48,37.36,1001.34,99.67,186,0.15,0.12
1571,25.46,37.14,1001.32,99.81,179,0.14,0.12
1573,25.45,36.98,1001.32,99.84,181,0.15,0.12
1575,25.45,37.33,1001.30,99.95,178,0.14,0.12
1577,25.45,37.53,1001.33,99.74,181,0.15,0.12
1580,25.45,38.56,1001.31,99.87,177,0.14,0.12
1582,25.47,38.68,1001.33,99.72,181,0.15,0.12
1584,25.47,38.28,1001.32,99.77,182,0.15,0.12
1586,25.46,37.60,1001.30,99.93,180,0.15,0.12
1588,25.45,37.17,1001.33,99.74,176,0.14,0.12
1590,25.44,37.00,1001.33,99.71,178,0.14,0.12
1592,25.45,36.88,1001.33,99.73,176,0.14,0.12
1594,25.44,36.80,1001.33,99.68,176,0.14,0.12
1596,25.43,36.79,1001.31,99.87,176,0.14,0.12
1598,25.44,36.79,1001.33,99.74,177,0.14,0.12
1600,25.45,36.96,1001.32,99.80,177,0.14,0.12
1602,25.45,37.00,1001.34,99.63,174,0.14,0.11
1604,25.46,36.96,1001.35,99.59,176,0.14,0.12
1606,25.46,36.88,1001.34,99.64,176,0.14,0.12
1608,25.45,36.80,1001.33,99.72,182,0.15,0.12
1610,25.44,36.82,1001.33,99.70,175,0.14,0.12
1612,25.44,36.96,1001.34,99.60,166,0.13,0.11
1614,25.44,37.00,1001.32,99.78,176,0.14,0.12
1616,25.44,37.03,1001.32,99.82,176,0.14,0.12
1618,25.43,37.03,1001.32,99.80,175,0.14,0.12
1620,25.44,37.09,1001.34,99.62,178,0.14,0.12
1622,25.44,37.11,1001.35,99.58,174,0.14,0.11
1624,25.45,37.07,1001.33,99.73,175,0.14,0.12
1626,25.46,37.06,1001.33,99.71,176,0.14,0.12
1628,25.45,37.25,1001.34,99.61,172,0.14,0.11
1630,25.47,37.62,1001.36,99.49,176,0.14,0.12
1633,25.47,37.78,1001.37,99.36,176,0.14,0.12
1635,25.46,37.81,1001.35,99.56,175,0.14,0.12
1637,25.48,37.64,1001.36,99.44,176,0.14,0.12
1639,25.48,37.30,1001.35,99.54,176,0.14,0.12
1641,25.47,37.16,1001.31,99.86,177,0.14,0.12
1643,25.47,37.06,1001.34,99.61,176,0.14,0.12
1645,25.46,37.01,1001.35,99.56,176,0.14,0.12
1647,25.46,37.09,1001.33,99.69,177,0.14,0.12
1649,25.45,36.96,1001.34,99.62,174,0.14,0.11
1651,25.45,37.09,1001.33,99.75,174,0.14,0.11
1653,25.45,37.20,1001.37,99.40,173,0.14,0.11
1655,25.46,37.21,1001.35,99.55,175,0.14,0.12
1657,25.46,37.21,1001.40,99.17,177,0.14,0.12
1659,25.46,37.62,1001.35,99.53,177,0.14,0.12
1661,25.48,37.57,1001.37,99.42,174,0.14,0.11
1663,25.48,37.40,1001.34,99.63,176,0.14,0.12
1665,25.47,37.21,1001.32,99.76,171,0.14,0.11
1667,25.48,37.79,1001.35,99.58,176,0.14,0.12
1669,25.49,38.00,1001.34,99.64,182,0.15,0.12
1671,25.49,37.71,1001.33,99.72,176,0.14,0.12
1673,25.48,37.38,1001.34,99.60,175,0.14,0.12
1675,25.48,37.21,1001.34,99.60,174,0.14,0.11
1677,25.48,37.26,1001.32,99.83,174,0.14,0.11
1679,25.48,37.21,1001.32,99.76,173,0.14,0.11
1681,25.48,37.22,1001.31,99.91,181,0.15,0.12
1683,25.48,37.23,1001.34,99.63,176,0.14,0.12
1686,25.48,37.23,1001.33,99.71,177,0.14,0.12
1688,25.47,37.20,1001.32,99.76,176,0.14,0.12
1690,25.47,37.15,1001.33,99.75,175,0.14,0.12
1692,25.47,37.18,1001.33,99.72,174,0.14,0.11
1694,25.48,37.15,1001.33,99.70,175,0.14,0.12
1696,25.48,37.15,1001.35,99.54,175,0.14,0.12
1698,25.50,37.97,1001.35,99.54,176,0.14,0.12
1700,25.49,37.50,1001.33,99.75,173,0.14,0.11
1702,25.49,37.36,1001.33,99.73,180,0.15,0.12
1704,25.48,37.16,1001.32,99.83,176,0.14,0.12
1706,25.48,37.11,1001.35,99.53,173,0.14,0.11
1708,25.48,37.15,1001.33,99.69,176,0.14,0.12
1710,25.48,37.18,1001.34,99.65,175,0.14,0.12
1712,25.48,37.25,1001.33,99.73,172,0.14,0.11
1714,25.48,37.16,1001.30,99.97,176,0.14,0.12
1716,25.48,37.26,1001.33,99.71,176,0.14,0.12
1718,25.48,37.18,1001.32,99.82,177,0.14,0.12
1720,25.48,37.15,1001.33,99.72,176,0.14,0.12
1722,25.49,37.17,1001.32,99.79,175,0.14,0.12
1724,25.50,37.17,1001.30,99.95,176,0.14,0.12
1726,25.50,37.11,1001.32,99.82,186,0.15,0.12
1728,25.50,37.13,1001.31,99.92,176,0.14,0.12
1730,25.50,37.12,1001.29,100.02,181,0.15,0.12
1732,25.52,39.33,1001.31,99.86,182,0.15,0.12
1734,25.52,38.88,1001.29,100.06,183,0.15,0.12
1737,25.52,38.41,1001.31,99.85,185,0.15,0.12
1739,25.52,37.76,1001.32,99.84,178,0.14,0.12
1741,25.52,37.52,1001.32,99.84,169,0.14,0.11
1743,25.51,37.34,1001.30,100.00,172,0.14,0.11
1745,25.51,37.53,1001.32,99.81,173,0.14,0.11
1747,25.50,37.63,1001.30,99.98,171,0.14,0.11
1749,25.50,37.60,1001.30,99.99,170,0.14,0.11
1751,25.50,37.51,1001.33,99.71,176,0.14,0.12
1753,25.49,37.26,1001.34,99.65,175,0.14,0.12
1755,25.50,37.25,1001.32,99.83,170,0.14,0.11
1757,25.50,37.29,1001.27,100.18,176,0.14,0.12
1759,25.50,37.51,1001.32,99.78,176,0.14,0.12
1761,25.52,37.81,1001.32,99.81,179,0.14,0.12
1763,25.53,38.80,1001.30,99.95,178,0.14,0.12
1765,25.54,38.61,1001.29,100.05,178,0.14,0.12
1767,25.54,38.02,1001.34,99.65,176,0.14,0.12
1769,25.54,37.83,1001.31,99.88,177,0.14,0.12
1771,25.53,37.59,1001.31,99.92,173,0.14,0.11
1773,25.54,38.24,1001.33,99.69,176,0.14,0.12
1775,25.54,37.71,1001.31,99.88,174,0.14,0.11
1777,25.54,37.58,1001.30,99.99,174,0.14,0.11
1779,25.53,37.34,1001.31,99.91,173,0.14,0.11
1781,25.53,37.27,1001.30,99.99,172,0.14,0.11
1783,25.53,37.37,1001.33,99.72,169,0.14,0.11
1785,25.53,37.42,1001.32,99.83,173,0.14,0.11
1787,25.51,37.34,1001.30,99.98,166,0.13,0.11
1790,25.52,37.27,1001.34,99.66,165,0.13,0.11
1792,25.51,37.32,1001.28,100.08,167,0.13,0.11
1794,25.51,37.33,1001.32,99.77,169,0.14,0.11
1796,25.51,37.45,1001.35,99.55,173,0.14,0.11
1798,25.52,37.54,1001.33,99.71,174,0.14,0.11
1800,25.53,37.51,1001.35,99.55,168,0.14,0.11
1802,25.53,37.42,1001.32,99.77,174,0.14,0.11
1804,25.53,37.35,1001.31,99.92,169,0.14,0.11
1806,25.53,37.38,1001.32,99.83,179,0.14,0.12
1808,25.54,37.38,1001.39,99.25,170,0.14,0.11
1810,25.53,37.48,1001.35,99.54,168,0.14,0.11
1812,25.53,37.69,1001.36,99.45,166,0.13,0.11
1814,25.53,37.55,1001.36,99.44,165,0.13,0.11
1816,25.52,37.41,1001.36,99.45,166,0.13,0.11
1818,25.53,37.35,1001.40,99.15,169,0.14,0.11
1820,25.52,37.30,1001.37,99.34,158,0.13,0.10
1822,25.52,37.27,1001.38,99.32,174,0.14,0.11
1824,25.51,37.18,1001.37,99.37,176,0.14,0.12
1826,25.52,37.21,1001.41,99.05,169,0.14,0.11
1828,25.52,37.23,1001.34,99.63,171,0.14,0.11
1830,25.52,37.28,1001.35,99.54,169,0.14,0.11
1832,25.53,38.74,1001.36,99.43,176,0.14,0.12
1834,25.54,38.99,1001.39,99.25,173,0.14,0.11
1836,25.54,38.47,1001.35,99.52,173,0.14,0.11
1838,25.54,38.06,1001.35,99.52,170,0.14,0.11
1841,25.55,37.95,1001.34,99.65,175,0.14,0.12
1843,25.55,37.63,1001.37,99.40,176,0.14,0.12
1845,25.54,37.47,1001.40,99.17,180,0.15,0.12
1847,25.54,38.01,1001.38,99.33,162,0.13,0.10
1849,25.54,37.69,1001.36,99.47,176,0.14,0.12
1851,25.54,37.39,1001.35,99.51,175,0.14,0.12
1853,25.54,37.31,1001.39,99.18,176,0.14,0.12
1855,25.56,37.30,1001.37,99.38,174,0.14,0.11
1857,25.56,37.30,1001.37,99.36,176,0.14,0.12
1859,25.56,37.23,1001.40,99.14,175,0.14,0.12
1861,25.56,37.25,1001.37,99.35,165,0.13,0.11
1863,25.57,37.35,1001.38,99.28,172,0.14,0.11
1865,25.57,37.36,1001.40,99.16,177,0.14,0.12
1867,25.57,37.83,1001.37,99.39,173,0.14,0.11
1869,25.57,37.79,1001.40,99.11,176,0.14,0.12
1871,25.57,37.60,1001.43,98.88,171,0.14,0.11
1873,25.57,37.58,1001.38,99.28,171,0.14,0.11
1875,25.59,38.91,1001.39,99.19,176,0.14,0.12
1877,25.61,39.52,1001.37,99.35,176,0.14,0.12
1879,25.61,39.12,1001.36,99.43,176,0.14,0.12
1881,25.61,38.42,1001.40,99.17,176,0.14,0.12
1883,25.61,38.81,1001.39,99.24,173,0.14,0.11
1885,25.61,38.55,1001.40,99.11,182,0.15,0.12
1887,25.63,39.07,1001.39,99.23,178,0.14,0.12
1889,25.64,38.67,1001.38,99.29,173,0.14,0.11
1891,25.65,38.32,1001.41,99.06,176,0.14,0.12
1894,25.64,38.05,1001.42,98.95,176,0.14,0.12
1896,25.65,38.68,1001.42,98.96,176,0.14,0.12
1898,25.67,40.13,1001.43,98.88,176,0.14,0.12
1900,25.67,38.77,1001.40,99.09,172,0.14,0.11
1902,25.66,38.24,1001.43,98.87,172,0.14,0.11
1904,25.66,37.96,1001.40,99.19,176,0.14,0.12
1906,25.65,37.81,1001.41,99.02,172,0.14,0.11
1908,25.65,37.82,1001.42,99.00,176,0.14,0.12
1910,25.64,37.91,1001.41,99.08,176,0.14,0.12
1912,25.64,37.56,1001.42,98.96,176,0.14,0.12
1914,25.65,37.49,1001.42,98.96,174,0.14,0.11
1916,25.66,39.16,1001.42,98.96,175,0.14,0.12
1918,25.69,39.25,1001.44,98.80,176,0.14,0.12
1920,25.68,38.80,1001.42,98.98,175,0.14,0.12
