Timestamp(s),Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),MQ7_Raw,Voltage(V),CO(ppm)
683,25.48,33.37,1017.01,267,0.22,0.20
685,25.48,33.64,1017.02,267,0.22,0.20
687,25.49,33.20,1017.00,267,0.22,0.20
689,25.50,33.07,1017.02,269,0.22,0.20
692,25.52,32.83,1017.00,265,0.21,0.20
694,25.53,32.68,1016.99,263,0.21,0.20
696,25.54,32.61,1017.00,267,0.22,0.20
698,25.56,32.56,1017.01,266,0.21,0.20
700,25.56,32.49,1017.01,268,0.22,0.20
702,25.57,32.46,1017.03,267,0.22,0.20
704,25.58,32.37,1017.00,265,0.21,0.20
706,25.60,32.39,1017.04,262,0.21,0.20
708,25.61,32.38,1017.01,262,0.21,0.20
710,25.62,32.35,1017.03,262,0.21,0.20
712,25.63,32.36,1017.02,261,0.21,0.20
714,25.65,32.30,1017.01,258,0.21,0.19
716,25.65,32.23,1017.03,263,0.21,0.20
718,25.67,32.19,1017.03,258,0.21,0.19
720,25.68,32.12,1017.01,257,0.21,0.19
722,25.70,32.08,1017.01,256,0.21,0.19
724,25.72,32.25,1017.04,275,0.22,0.21
726,25.74,32.09,1017.04,278,0.22,0.21
728,25.74,32.03,1017.00,272,0.22,0.21
730,25.75,31.98,1016.99,272,0.22,0.21
732,25.76,31.97,1017.04,272,0.22,0.21
734,25.76,31.96,1017.04,270,0.22,0.20
736,25.76,31.94,1017.04,259,0.21,0.19
738,25.76,31.89,1017.03,272,0.22,0.21
740,25.77,31.87,1017.05,272,0.22,0.21
742,25.78,31.93,1017.04,272,0.22,0.21
744,25.78,31.90,1017.00,269,0.22,0.20
746,25.78,31.87,1016.98,264,0.21,0.20
748,25.79,31.87,1016.99,270,0.22,0.20
750,25.79,31.89,1016.99,272,0.22,0.21
752,25.79,31.88,1016.97,270,0.22,0.20
754,25.80,31.88,1016.98,271,0.22,0.21
756,25.80,31.88,1016.97,267,0.22,0.20
758,25.80,31.91,1016.96,259,0.21,0.19
760,25.80,32.07,1016.98,267,0.22,0.20
762,25.80,32.27,1016.97,269,0.22,0.20
764,25.80,32.19,1017.01,271,0.22,0.21
766,25.80,32.19,1017.01,270,0.22,0.20
768,25.80,32.20,1017.03,258,0.21,0.19
770,25.81,32.17,1016.99,263,0.21,0.20
772,25.81,32.12,1016.99,261,0.21,0.20
774,25.82,32.08,1017.01,259,0.21,0.19
776,25.82,32.07,1016.98,268,0.22,0.20
779,25.82,32.06,1016.98,265,0.21,0.20
781,25.82,32.05,1016.99,269,0.22,0.20
783,25.83,32.97,1016.95,283,0.23,0.22
785,25.83,32.56,1016.98,287,0.23,0.22
787,25.83,32.46,1017.00,294,0.24,0.23
789,25.83,32.29,1017.00,301,0.24,0.24
791,25.83,32.55,1017.00,293,0.24,0.23
793,25.83,32.61,1016.98,295,0.24,0.23
795,25.83,32.49,1017.05,293,0.24,0.23
797,25.83,32.34,1017.08,298,0.24,0.23
799,25.85,34.13,1017.06,304,0.24,0.24
801,25.85,33.77,1017.01,312,0.25,0.25
803,25.85,33.04,1017.00,317,0.26,0.25
805,25.85,32.67,1016.98,322,0.26,0.26
807,25.84,32.44,1016.98,346,0.28,0.29
809,25.83,32.39,1017.00,342,0.28,0.28
811,25.82,32.48,1017.01,327,0.26,0.26
813,25.82,32.65,1017.00,319,0.26,0.26
815,25.81,32.69,1017.03,308,0.25,0.24
817,25.80,32.58,1017.02,304,0.24,0.24
819,25.80,32.36,1017.02,307,0.25,0.24
821,25.80,32.37,1017.04,305,0.25,0.24
823,25.79,32.43,1017.01,322,0.26,0.26
825,25.79,32.59,1017.03,326,0.26,0.26
827,25.79,32.53,1017.02,320,0.26,0.26
829,25.80,32.49,1017.03,320,0.26,0.26
831,25.80,32.35,1016.99,336,0.27,0.27
833,25.81,32.44,1017.01,353,0.28,0.29
835,25.81,32.59,1016.96,368,0.30,0.31
837,25.82,32.35,1016.97,359,0.29,0.30
839,25.84,33.57,1017.01,367,0.30,0.31
841,25.83,33.11,1017.01,351,0.28,0.29
843,25.85,32.77,1017.01,331,0.27,0.27
845,25.84,32.56,1017.00,318,0.26,0.26
847,25.83,32.41,1016.98,310,0.25,0.25
849,25.84,32.33,1016.99,304,0.24,0.24
851,25.83,32.26,1017.00,300,0.24,0.24
853,25.83,32.21,1016.99,298,0.24,0.23
855,25.83,32.20,1016.96,289,0.23,0.22
857,25.84,32.19,1016.99,313,0.25,0.25
859,25.84,32.19,1016.98,339,0.27,0.28
861,25.84,32.19,1016.99,336,0.27,0.27
863,25.84,32.19,1016.99,325,0.26,0.26
866,25.84,32.21,1017.03,327,0.26,0.26
868,25.84,32.36,1017.05,317,0.26,0.25
870,25.83,32.39,1017.04,304,0.24,0.24
872,25.83,32.40,1017.03,298,0.24,0.23
874,25.83,32.44,1017.03,303,0.24,0.24
876,25.82,32.57,1017.05,304,0.24,0.24
878,25.81,32.59,1017.02,301,0.24,0.24
880,25.80,32.50,1017.01,296,0.24,0.23
882,25.80,32.44,1017.01,295,0.24,0.23
884,25.80,32.38,1017.02,294,0.24,0.23
886,25.80,32.42,1016.99,288,0.23,0.22
888,25.80,32.44,1016.95,304,0.24,0.24
890,25.79,32.36,1016.96,306,0.25,0.24
892,25.78,32.23,1017.00,304,0.24,0.24
894,25.77,32.26,1016.95,297,0.24,0.23
896,25.77,32.28,1016.97,291,0.23,0.23
898,25.77,32.21,1016.96,286,0.23,0.22
900,25.76,32.12,1016.96,285,0.23,0.22
902,25.76,32.10,1016.96,278,0.22,0.21
904,25.76,32.17,1016.94,281,0.23,0.22
906,25.76,32.21,1016.97,291,0.23,0.23
908,25.76,32.22,1016.98,320,0.26,0.26
910,25.75,32.21,1016.96,318,0.26,0.26
912,25.75,32.23,1016.97,306,0.25,0.24
914,25.75,32.27,1016.95,314,0.25,0.25
916,25.76,32.37,1016.95,307,0.25,0.24
918,25.76,32.37,1016.96,306,0.25,0.24
920,25.77,32.39,1016.96,304,0.24,0.24
922,25.78,32.33,1016.99,308,0.25,0.24
924,25.78,32.39,1016.97,310,0.25,0.25
926,25.78,32.39,1017.00,310,0.25,0.25
928,25.77,32.36,1016.98,307,0.25,0.24
930,25.76,32.43,1016.99,314,0.25,0.25
932,25.76,32.45,1016.99,322,0.26,0.26
934,25.77,32.42,1016.98,327,0.26,0.26
936,25.77,32.46,1017.00,317,0.26,0.25
938,25.78,32.46,1016.98,321,0.26,0.26
940,25.79,32.46,1016.97,313,0.25,0.25
942,25.79,32.44,1016.97,304,0.24,0.24
944,25.79,32.44,1017.00,304,0.24,0.24
946,25.79,32.48,1016.96,298,0.24,0.23
948,25.83,35.17,1016.98,316,0.25,0.25
950,25.85,35.38,1016.99,320,0.26,0.26
953,25.84,34.60,1017.00,315,0.25,0.25
955,25.84,33.88,1016.99,315,0.25,0.25
957,25.85,33.67,1017.02,317,0.26,0.25
959,25.84,33.13,1016.98,305,0.25,0.24
961,25.83,32.97,1017.00,298,0.24,0.23
963,25.83,32.90,1017.01,301,0.24,0.24
965,25.83,33.11,1017.01,303,0.24,0.24
967,25.85,33.80,1016.97,300,0.24,0.24
969,25.88,36.48,1017.00,304,0.24,0.24
971,25.89,36.66,1016.96,303,0.24,0.24
973,25.90,37.64,1016.99,299,0.24,0.23
975,25.92,38.28,1017.00,288,0.23,0.22
977,25.95,39.26,1016.97,305,0.25,0.24
979,25.96,38.19,1016.98,300,0.24,0.24
981,25.98,38.21,1016.99,294,0.24,0.23
983,25.96,35.02,1017.03,281,0.23,0.22
985,25.96,34.03,1017.02,275,0.22,0.21
987,25.97,33.65,1017.04,301,0.24,0.24
989,26.00,37.11,1017.04,310,0.25,0.25
991,26.02,39.29,1017.04,303,0.24,0.24
993,26.05,40.75,1017.02,313,0.25,0.25
995,26.07,41.17,1017.01,318,0.26,0.26
997,26.08,40.20,1017.02,304,0.24,0.24
999,26.11,42.33,1017.03,318,0.26,0.26
1001,26.13,42.10,1017.03,319,0.26,0.26
1003,26.14,40.34,1017.05,314,0.25,0.25
1005,26.13,38.46,1017.05,309,0.25,0.25
1007,26.11,36.92,1017.03,301,0.24,0.24
1009,26.07,35.80,1017.05,304,0.24,0.24
1011,26.02,35.16,1017.04,297,0.24,0.23
1013,26.00,34.61,1017.02,292,0.24,0.23
1015,25.98,34.21,1017.02,291,0.23,0.23
1017,25.97,33.92,1017.03,289,0.23,0.22
1019,25.95,33.65,1017.04,286,0.23,0.22
1021,25.93,33.37,1017.05,288,0.23,0.22
1023,25.92,33.21,1017.02,282,0.23,0.22
1025,25.90,32.98,1017.00,282,0.23,0.22
1027,25.89,32.92,1017.01,277,0.22,0.21
1029,25.88,32.90,1017.04,274,0.22,0.21
1031,25.86,32.70,1017.02,273,0.22,0.21
1033,25.85,32.58,1017.02,272,0.22,0.21
1035,25.84,32.55,1017.03,271,0.22,0.21
1037,25.83,32.52,1017.01,271,0.22,0.21
1040,25.83,32.48,1017.02,272,0.22,0.21
1042,25.83,32.53,1017.01,272,0.22,0.21
1044,25.83,32.57,1017.02,267,0.22,0.20
1046,25.82,32.44,1017.02,268,0.22,0.20
1048,25.82,32.44,1017.00,269,0.22,0.20
1050,25.83,32.42,1016.99,264,0.21,0.20
1052,25.82,32.31,1017.01,265,0.21,0.20
1054,25.80,32.22,1016.96,265,0.21,0.20
1056,25.80,32.24,1016.98,265,0.21,0.20
1058,25.81,32.35,1016.98,261,0.21,0.20
1060,25.80,32.25,1016.94,265,0.21,0.20
1062,25.80,32.23,1016.97,263,0.21,0.20
1064,25.80,32.23,1016.98,262,0.21,0.20
1066,25.80,32.25,1016.94,258,0.21,0.19
1068,25.81,32.28,1016.95,256,0.21,0.19
1070,25.81,32.23,1016.98,256,0.21,0.19
1072,25.80,32.23,1017.00,257,0.21,0.19
1074,25.81,32.22,1016.99,258,0.21,0.19
1076,25.80,32.24,1016.93,258,0.21,0.19
1078,25.80,32.28,1016.97,258,0.21,0.19
1080,25.80,32.29,1016.96,256,0.21,0.19
1082,25.80,32.31,1016.95,256,0.21,0.19
1084,25.80,32.36,1016.96,256,0.21,0.19
1086,25.80,32.33,1016.99,256,0.21,0.19
1088,25.79,32.36,1016.99,258,0.21,0.19
1090,25.80,32.35,1017.03,256,0.21,0.19
1092,25.80,32.27,1017.02,257,0.21,0.19
1094,25.81,32.24,1017.04,257,0.21,0.19
1096,25.81,32.29,1017.03,257,0.21,0.19
1098,25.81,32.34,1017.03,256,0.21,0.19
1100,25.82,32.33,1017.06,255,0.21,0.19
1102,25.81,32.30,1017.03,257,0.21,0.19
1104,25.81,32.33,1017.02,251,0.20,0.19
1106,25.79,32.50,1017.02,258,0.21,0.19
1108,25.79,32.91,1017.04,262,0.21,0.20
1110,25.80,33.08,1017.03,276,0.22,0.21
1112,25.78,32.56,1017.02,273,0.22,0.21
1114,25.76,32.43,1017.01,272,0.22,0.21
1116,25.74,32.40,1016.99,265,0.21,0.20
1118,25.75,32.40,1017.00,267,0.22,0.20
1120,25.77,34.80,1017.01,277,0.22,0.21
1122,25.78,34.98,1017.00,276,0.22,0.21
1124,25.80,35.26,1017.00,275,0.22,0.21
1127,25.80,34.15,1017.00,272,0.22,0.21
1129,25.79,33.63,1017.01,272,0.22,0.21
1131,25.79,33.24,1017.00,269,0.22,0.20
1133,25.80,33.10,1017.00,265,0.21,0.20
1135,25.81,32.99,1017.02,266,0.21,0.20
1137,25.81,32.88,1016.97,263,0.21,0.20
1139,25.82,32.83,1017.00,259,0.21,0.19
1141,25.82,32.80,1017.02,258,0.21,0.19
1143,25.83,32.78,1017.02,257,0.21,0.19
1145,25.83,32.80,1017.03,256,0.21,0.19
1147,25.82,32.76,1017.00,257,0.21,0.19
1149,25.81,32.69,1017.00,253,0.20,0.19
1151,25.82,32.67,1017.06,254,0.20,0.19
1153,25.81,32.72,1017.03,254,0.20,0.19
1155,25.83,32.75,1017.07,256,0.21,0.19
1157,25.84,32.75,1017.03,254,0.20,0.19
1159,25.85,32.71,1017.02,254,0.20,0.19
1161,25.85,32.72,1017.06,262,0.21,0.20
1163,25.85,32.72,1017.01,250,0.20,0.18
1165,25.86,32.70,1017.03,251,0.20,0.19
1167,25.86,32.70,1017.05,250,0.20,0.18
1169,25.85,33.18,1016.98,255,0.21,0.19
1171,25.84,33.08,1016.98,258,0.21,0.19
1173,25.84,32.85,1016.99,258,0.21,0.19
1175,25.84,32.78,1016.98,260,0.21,0.19
1177,25.84,32.78,1016.98,263,0.21,0.20
1179,25.84,32.83,1017.00,259,0.21,0.19
1181,25.82,32.94,1016.99,263,0.21,0.20
0,26.23,39.01,1017.08,314,0.25,0.25
2,26.24,39.29,1017.09,294,0.24,0.23
4,26.26,39.14,1017.08,285,0.23,0.22
6,26.28,38.41,1017.15,278,0.22,0.21
8,26.25,36.65,1017.08,277,0.22,0.21
0,25.79,32.89,1017.11,241,0.19,0.18
2,25.76,32.88,1017.13,241,0.19,0.18
4,25.76,33.29,1017.13,240,0.19,0.17
6,25.77,34.69,1017.12,236,0.19,0.17
8,25.76,35.69,1017.13,230,0.19,0.17
